Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#11', profit=807011971.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#12', profit=757497864.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#13', profit=787704412.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#14', profit=869253160.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#15', profit=834346319.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#21', profit=730171449.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#22', profit=853476052.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#23', profit=781292263.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#24', profit=829677745.0)
Row(d_year=1997, s_nation='ARGENTINA      ', p_category='MFGR#25', profit=851649968.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#11', profit=865327756.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#12', profit=751859386.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#13', profit=709063265.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#14', profit=781263119.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#15', profit=744740658.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#21', profit=873138331.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#22', profit=734128212.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#23', profit=855733602.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#24', profit=781222336.0)
Row(d_year=1997, s_nation='BRAZIL         ', p_category='MFGR#25', profit=799791024.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#11', profit=925550839.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#12', profit=871094976.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#13', profit=795354042.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#14', profit=893142471.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#15', profit=928705867.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#21', profit=860606176.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#22', profit=818399629.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#23', profit=861868182.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#24', profit=932729042.0)
Row(d_year=1997, s_nation='CANADA         ', p_category='MFGR#25', profit=755688913.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#11', profit=843276688.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#12', profit=884154957.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#13', profit=830158083.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#14', profit=784547944.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#15', profit=809511764.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#21', profit=858224517.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#22', profit=846143446.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#23', profit=932398124.0)
Row(d_year=1997, s_nation='PERU           ', p_category='MFGR#24', profit=861043077.0)
