(1997, 'ARGENTINA      ', 'MFGR#11', 807011971.0)
(1997, 'ARGENTINA      ', 'MFGR#12', 757497864.0)
(1997, 'ARGENTINA      ', 'MFGR#13', 787704412.0)
(1997, 'ARGENTINA      ', 'MFGR#14', 869253160.0)
(1997, 'ARGENTINA      ', 'MFGR#15', 834346319.0)
(1997, 'ARGENTINA      ', 'MFGR#21', 730171449.0)
(1997, 'ARGENTINA      ', 'MFGR#22', 853476052.0)
(1997, 'ARGENTINA      ', 'MFGR#23', 781292263.0)
(1997, 'ARGENTINA      ', 'MFGR#24', 829677745.0)
(1997, 'ARGENTINA      ', 'MFGR#25', 851649968.0)
(1997, 'BRAZIL         ', 'MFGR#11', 865327756.0)
(1997, 'BRAZIL         ', 'MFGR#12', 751859386.0)
(1997, 'BRAZIL         ', 'MFGR#13', 709063265.0)
(1997, 'BRAZIL         ', 'MFGR#14', 781263119.0)
(1997, 'BRAZIL         ', 'MFGR#15', 744740658.0)
(1997, 'BRAZIL         ', 'MFGR#21', 873138331.0)
(1997, 'BRAZIL         ', 'MFGR#22', 734128212.0)
(1997, 'BRAZIL         ', 'MFGR#23', 855733602.0)
(1997, 'BRAZIL         ', 'MFGR#24', 781222336.0)
(1997, 'BRAZIL         ', 'MFGR#25', 799791024.0)
(1997, 'CANADA         ', 'MFGR#11', 925550839.0)
(1997, 'CANADA         ', 'MFGR#12', 871094976.0)
(1997, 'CANADA         ', 'MFGR#13', 795354042.0)
(1997, 'CANADA         ', 'MFGR#14', 893142471.0)
(1997, 'CANADA         ', 'MFGR#15', 928705867.0)
(1997, 'CANADA         ', 'MFGR#21', 860606176.0)
(1997, 'CANADA         ', 'MFGR#22', 818399629.0)
(1997, 'CANADA         ', 'MFGR#23', 861868182.0)
(1997, 'CANADA         ', 'MFGR#24', 932729042.0)
(1997, 'CANADA         ', 'MFGR#25', 755688913.0)
(1997, 'PERU           ', 'MFGR#11', 843276688.0)
(1997, 'PERU           ', 'MFGR#12', 884154957.0)
(1997, 'PERU           ', 'MFGR#13', 830158083.0)
(1997, 'PERU           ', 'MFGR#14', 784547944.0)
(1997, 'PERU           ', 'MFGR#15', 809511764.0)
