('CHINA          ', 'CHINA          ', 1992, 4825164519.0)
('INDONESIA      ', 'INDONESIA      ', 1992, 4691085301.0)
('CHINA          ', 'INDIA          ', 1992, 4630127253.0)
('INDONESIA      ', 'INDIA          ', 1992, 4605163644.0)
('CHINA          ', 'INDONESIA      ', 1992, 4581433422.0)
('CHINA          ', 'VIETNAM        ', 1992, 4496492108.0)
('VIETNAM        ', 'INDIA          ', 1992, 4460499298.0)
('INDONESIA      ', 'CHINA          ', 1992, 4435405344.0)
('VIETNAM        ', 'INDONESIA      ', 1992, 4316387541.0)
('VIETNAM        ', 'CHINA          ', 1992, 4311478152.0)
('INDIA          ', 'CHINA          ', 1992, 4212152772.0)
('VIETNAM        ', 'VIETNAM        ', 1992, 4206375184.0)
('CHINA          ', 'JAPAN          ', 1992, 4204130276.0)
('INDONESIA      ', 'VIETNAM        ', 1992, 4185699286.0)
('INDONESIA      ', 'JAPAN          ', 1992, 4152840619.0)
('JAPAN          ', 'INDIA          ', 1992, 4139821519.0)
('JAPAN          ', 'CHINA          ', 1992, 4137329087.0)
('INDIA          ', 'INDIA          ', 1992, 4064671777.0)
('JAPAN          ', 'INDONESIA      ', 1992, 4062826931.0)
('INDIA          ', 'INDONESIA      ', 1992, 4052557557.0)
('JAPAN          ', 'VIETNAM        ', 1992, 4001661147.0)
('VIETNAM        ', 'JAPAN          ', 1992, 3957290387.0)
('INDIA          ', 'VIETNAM        ', 1992, 3855135945.0)
('JAPAN          ', 'JAPAN          ', 1992, 3822904512.0)
('INDIA          ', 'JAPAN          ', 1992, 3623169414.0)
('VIETNAM        ', 'INDONESIA      ', 1993, 4545336666.0)
('INDONESIA      ', 'INDONESIA      ', 1993, 4537440626.0)
('CHINA          ', 'INDIA          ', 1993, 4532919909.0)
('INDONESIA      ', 'CHINA          ', 1993, 4526127450.0)
('INDONESIA      ', 'INDIA          ', 1993, 4514937001.0)
('CHINA          ', 'INDONESIA      ', 1993, 4495650527.0)
('INDONESIA      ', 'VIETNAM        ', 1993, 4454115546.0)
('CHINA          ', 'CHINA          ', 1993, 4398039493.0)
('VIETNAM        ', 'VIETNAM        ', 1993, 4389223121.0)
('VIETNAM        ', 'CHINA          ', 1993, 4382534494.0)
