('INDONESIA      ', 'INDIA          ', 1992, 44298409204.0)
('INDONESIA      ', 'INDONESIA      ', 1992, 44140574104.0)
('INDIA          ', 'INDIA          ', 1992, 43887638797.0)
('CHINA          ', 'INDIA          ', 1992, 43868509320.0)
('VIETNAM        ', 'JAPAN          ', 1992, 43629539630.0)
('INDONESIA      ', 'VIETNAM        ', 1992, 43320458159.0)
('INDONESIA      ', 'JAPAN          ', 1992, 43216471613.0)
('VIETNAM        ', 'CHINA          ', 1992, 43100123160.0)
('INDONESIA      ', 'CHINA          ', 1992, 42889805790.0)
('VIETNAM        ', 'INDIA          ', 1992, 42834580193.0)
('INDIA          ', 'CHINA          ', 1992, 42629477221.0)
('CHINA          ', 'VIETNAM        ', 1992, 42624460643.0)
('INDIA          ', 'JAPAN          ', 1992, 42597103120.0)
('VIETNAM        ', 'INDONESIA      ', 1992, 42531029292.0)
('CHINA          ', 'JAPAN          ', 1992, 42494178352.0)
('VIETNAM        ', 'VIETNAM        ', 1992, 42429803872.0)
('INDIA          ', 'INDONESIA      ', 1992, 42423802179.0)
('JAPAN          ', 'CHINA          ', 1992, 42292083521.0)
('INDIA          ', 'VIETNAM        ', 1992, 42115454244.0)
('CHINA          ', 'INDONESIA      ', 1992, 41894498601.0)
('CHINA          ', 'CHINA          ', 1992, 41839323032.0)
('JAPAN          ', 'JAPAN          ', 1992, 41791295091.0)
('JAPAN          ', 'INDIA          ', 1992, 41733174728.0)
('JAPAN          ', 'INDONESIA      ', 1992, 41594008714.0)
('JAPAN          ', 'VIETNAM        ', 1992, 41590944315.0)
('VIETNAM        ', 'INDIA          ', 1993, 44265455208.0)
('INDONESIA      ', 'INDIA          ', 1993, 44154099220.0)
('INDONESIA      ', 'JAPAN          ', 1993, 43526816566.0)
('INDONESIA      ', 'CHINA          ', 1993, 43446249064.0)
('CHINA          ', 'INDIA          ', 1993, 43440303043.0)
('INDIA          ', 'VIETNAM        ', 1993, 43425290839.0)
('VIETNAM        ', 'CHINA          ', 1993, 43345284363.0)
('VIETNAM        ', 'INDONESIA      ', 1993, 43314395790.0)
('INDONESIA      ', 'INDONESIA      ', 1993, 43174286116.0)
('INDIA          ', 'INDIA          ', 1993, 42947802827.0)
('INDIA          ', 'CHINA          ', 1993, 42914562039.0)
('INDONESIA      ', 'VIETNAM        ', 1993, 42897018708.0)
('CHINA          ', 'VIETNAM        ', 1993, 42863542486.0)
('CHINA          ', 'CHINA          ', 1993, 42841034448.0)
('CHINA          ', 'JAPAN          ', 1993, 42684778385.0)
('CHINA          ', 'INDONESIA      ', 1993, 42635924744.0)
('INDIA          ', 'INDONESIA      ', 1993, 42502168712.0)
('VIETNAM        ', 'VIETNAM        ', 1993, 42428998877.0)
('VIETNAM        ', 'JAPAN          ', 1993, 42329057986.0)
('INDIA          ', 'JAPAN          ', 1993, 42196697109.0)
('JAPAN          ', 'INDIA          ', 1993, 42157821065.0)
('JAPAN          ', 'JAPAN          ', 1993, 41889865380.0)
('JAPAN          ', 'CHINA          ', 1993, 41831353127.0)
('JAPAN          ', 'VIETNAM        ', 1993, 41688218764.0)
('JAPAN          ', 'INDONESIA      ', 1993, 41526576368.0)
('INDONESIA      ', 'INDIA          ', 1994, 44614616125.0)
('VIETNAM        ', 'INDIA          ', 1994, 44537334295.0)
('INDONESIA      ', 'VIETNAM        ', 1994, 44183090012.0)
('INDONESIA      ', 'CHINA          ', 1994, 43792941779.0)
('VIETNAM        ', 'CHINA          ', 1994, 43413343750.0)
('CHINA          ', 'VIETNAM        ', 1994, 43193234343.0)
('INDONESIA      ', 'JAPAN          ', 1994, 43119749583.0)
('VIETNAM        ', 'INDONESIA      ', 1994, 42921958886.0)
('INDONESIA      ', 'INDONESIA      ', 1994, 42889322072.0)
