('UNITED ST4', 'UNITED ST7', 1992, 87714910.0)
('UNITED ST7', 'UNITED ST0', 1992, 85302594.0)
('UNITED ST6', 'UNITED ST7', 1992, 79189805.0)
('UNITED ST4', 'UNITED ST3', 1992, 71557073.0)
('UNITED ST8', 'UNITED ST5', 1992, 70164679.0)
('UNITED ST2', 'UNITED ST4', 1992, 69350484.0)
('UNITED ST8', 'UNITED ST0', 1992, 69226290.0)
('UNITED ST2', 'UNITED ST0', 1992, 69137659.0)
('UNITED ST8', 'UNITED ST1', 1992, 68218860.0)
('UNITED ST9', 'UNITED ST8', 1992, 67550684.0)
('UNITED ST4', 'UNITED ST0', 1992, 67498049.0)
('UNITED ST2', 'UNITED ST5', 1992, 66930230.0)
('UNITED ST3', 'UNITED ST8', 1992, 66923509.0)
('UNITED ST6', 'UNITED ST8', 1992, 66847421.0)
('UNITED ST8', 'UNITED ST7', 1992, 66170614.0)
('UNITED ST6', 'UNITED ST0', 1992, 65068369.0)
('UNITED ST9', 'UNITED ST0', 1992, 64314844.0)
('UNITED ST9', 'UNITED ST5', 1992, 60656697.0)
('UNITED ST2', 'UNITED ST8', 1992, 57356882.0)
('UNITED ST1', 'UNITED ST7', 1992, 56823970.0)
('UNITED ST0', 'UNITED ST7', 1992, 56301647.0)
('UNITED ST4', 'UNITED ST4', 1992, 56100308.0)
('UNITED ST9', 'UNITED ST9', 1992, 56015131.0)
('UNITED ST3', 'UNITED ST4', 1992, 55745416.0)
('UNITED ST9', 'UNITED ST3', 1992, 55695023.0)
('UNITED ST5', 'UNITED ST5', 1992, 55463463.0)
('UNITED ST0', 'UNITED ST0', 1992, 54483918.0)
('UNITED ST7', 'UNITED ST8', 1992, 54072788.0)
('UNITED ST7', 'UNITED ST7', 1992, 53694432.0)
('UNITED ST7', 'UNITED ST2', 1992, 53230306.0)
('UNITED ST8', 'UNITED ST3', 1992, 52982040.0)
('UNITED ST5', 'UNITED ST7', 1992, 52720769.0)
('UNITED ST2', 'UNITED ST1', 1992, 52596613.0)
('UNITED ST4', 'UNITED ST6', 1992, 51590522.0)
