(5147508936.0, 1992, 'MFGR#2221')
(5221103839.0, 1992, 'MFGR#2222')
(5130280587.0, 1992, 'MFGR#2223')
(5344347923.0, 1992, 'MFGR#2224')
(5090780434.0, 1992, 'MFGR#2225')
(5521127260.0, 1992, 'MFGR#2226')
(5332899471.0, 1992, 'MFGR#2227')
(5681430977.0, 1992, 'MFGR#2228')
(5456413093.0, 1993, 'MFGR#2221')
(5301808869.0, 1993, 'MFGR#2222')
(5511841608.0, 1993, 'MFGR#2223')
(5099954880.0, 1993, 'MFGR#2224')
(5297731040.0, 1993, 'MFGR#2225')
(5395499576.0, 1993, 'MFGR#2226')
(5474529912.0, 1993, 'MFGR#2227')
(5352221229.0, 1993, 'MFGR#2228')
(5288386595.0, 1994, 'MFGR#2221')
(5118490380.0, 1994, 'MFGR#2222')
(5125089793.0, 1994, 'MFGR#2223')
(5173659424.0, 1994, 'MFGR#2224')
(5219293627.0, 1994, 'MFGR#2225')
(5281122957.0, 1994, 'MFGR#2226')
(5391695768.0, 1994, 'MFGR#2227')
(5709480515.0, 1994, 'MFGR#2228')
(5421298817.0, 1995, 'MFGR#2221')
(5401529025.0, 1995, 'MFGR#2222')
(5297514077.0, 1995, 'MFGR#2223')
(5128790220.0, 1995, 'MFGR#2224')
(5330238900.0, 1995, 'MFGR#2225')
(5330014430.0, 1995, 'MFGR#2226')
(5214748002.0, 1995, 'MFGR#2227')
(5370917281.0, 1995, 'MFGR#2228')
(5070619311.0, 1996, 'MFGR#2221')
(5122803849.0, 1996, 'MFGR#2222')
(5699239884.0, 1996, 'MFGR#2223')
(5181136705.0, 1996, 'MFGR#2224')
(5200154461.0, 1996, 'MFGR#2225')
(5202635026.0, 1996, 'MFGR#2226')
(5387180505.0, 1996, 'MFGR#2227')
(5462222650.0, 1996, 'MFGR#2228')
(5073817854.0, 1997, 'MFGR#2221')
(5097592781.0, 1997, 'MFGR#2222')
(5365999766.0, 1997, 'MFGR#2223')
(5166252049.0, 1997, 'MFGR#2224')
(5151191104.0, 1997, 'MFGR#2225')
(5164826544.0, 1997, 'MFGR#2226')
(5342408296.0, 1997, 'MFGR#2227')
(5975016902.0, 1997, 'MFGR#2228')
(3175229365.0, 1998, 'MFGR#2221')
(3221409791.0, 1998, 'MFGR#2222')
(3190041913.0, 1998, 'MFGR#2223')
(2899304182.0, 1998, 'MFGR#2224')
(3020792433.0, 1998, 'MFGR#2225')
(3111414556.0, 1998, 'MFGR#2226')
(3087130235.0, 1998, 'MFGR#2227')
(3150881288.0, 1998, 'MFGR#2228')
